Employee Number,Attrition,AgeBand,Age,Department,Education,Education Field,Gender,JobRole,MaritalStatus,BusinessTravel,OverTime,TrainingTimesLastYear,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
659,No,35 - 44,42,R&D,Master's Degree,Life Sciences,Female,Healthcare Representative,Married,Travel_Rarely,No,4,622,2,3,81,3,2,4,4089,5718,1,13,3,2,2,10,3,10,2,2,2
661,No,35 - 44,43,R&D,Master's Degree,Other,Male,Research Director,Divorced,Travel_Rarely,Yes,3,782,6,2,50,2,4,4,16627,2671,4,14,3,3,1,21,2,1,0,0,0
662,No,35 - 44,38,R&D,High School,Life Sciences,Female,Research Scientist,Single,Travel_Rarely,No,3,362,1,3,43,3,1,1,2619,14561,3,17,3,4,0,8,2,0,0,0,0
663,No,35 - 44,43,R&D,Doctoral Degree,Medical,Male,Laboratory Technician,Divorced,Travel_Frequently,Yes,3,1001,9,4,72,3,2,3,5679,19627,3,13,3,2,1,10,3,8,7,4,7
664,No,45 - 54,48,R&D,Master's Degree,Life Sciences,Female,Manager,Married,Travel_Rarely,No,3,1236,1,4,40,2,4,1,15402,17997,7,11,3,1,1,21,1,3,2,0,2
665,No,35 - 44,44,HR,Master's Degree,Life Sciences,Female,Human Resources,Single,Travel_Rarely,No,1,1112,1,1,50,2,2,3,5985,26894,4,11,3,2,0,10,4,2,2,0,2
666,No,25 - 34,34,Sales,Bachelor's Degree,Technical Degree,Female,Sales Representative,Divorced,Travel_Rarely,Yes,3,204,14,3,31,3,1,3,2579,2912,1,18,3,4,2,8,3,8,2,0,6
667,Yes,25 - 34,27,Sales,High School,Marketing,Male,Sales Representative,Divorced,Travel_Rarely,No,3,1420,2,3,85,3,1,1,3041,16346,0,11,3,2,1,5,3,4,3,0,2
669,No,Under 25,21,Sales,High School,Technical Degree,Male,Sales Representative,Single,Travel_Rarely,No,2,1343,22,3,49,3,1,3,3447,24444,1,11,3,3,0,3,3,3,2,1,2
671,No,35 - 44,44,R&D,Master's Degree,Other,Male,Manager,Married,Travel_Rarely,Yes,2,1315,3,4,35,3,5,4,19513,9358,4,12,3,1,1,26,4,2,2,0,1
675,No,Under 25,22,R&D,High School,Medical,Male,Research Scientist,Married,Travel_Rarely,No,3,604,6,1,69,3,1,3,2773,12145,0,20,4,4,0,3,3,2,2,2,2
677,No,25 - 34,33,Sales,Master's Degree,Marketing,Male,Sales Executive,Divorced,Travel_Rarely,No,3,1216,8,3,39,3,2,3,7104,20431,0,12,3,4,0,6,3,5,0,1,2
679,No,25 - 34,32,R&D,Master's Degree,Life Sciences,Female,Research Scientist,Married,Travel_Rarely,Yes,2,646,9,1,92,3,2,4,6322,18089,1,12,3,4,1,6,2,6,4,0,5
680,No,25 - 34,30,R&D,Bachelor's Degree,Medical,Female,Research Scientist,Divorced,Travel_Frequently,No,2,160,3,3,71,3,1,3,2083,22653,1,20,4,3,1,1,3,1,0,0,0
682,No,45 - 54,53,Sales,High School,Medical,Female,Sales Executive,Single,Travel_Rarely,No,2,238,1,4,34,3,2,1,8381,7507,7,20,4,4,0,18,4,14,7,8,10
683,No,25 - 34,34,R&D,Doctoral Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,4,1397,1,2,42,3,1,4,2691,7660,1,12,3,4,1,10,2,10,9,8,8
684,Yes,45 - 54,45,Sales,Master's Degree,Life Sciences,Female,Sales Executive,Married,Travel_Frequently,No,4,306,26,1,100,3,2,1,4286,5630,2,14,3,4,2,5,3,1,1,0,0
686,No,25 - 34,26,R&D,Bachelor's Degree,Life Sciences,Female,Laboratory Technician,Married,Travel_Rarely,Yes,2,991,6,3,71,3,1,4,2659,17759,1,13,3,3,1,3,3,3,2,0,2
689,No,35 - 44,37,R&D,Bachelor's Degree,Other,Male,Manufacturing Director,Married,Travel_Rarely,No,2,482,3,3,36,3,3,3,9434,9606,1,15,3,3,1,10,3,10,7,7,8
690,No,25 - 34,29,Sales,Associates Degree,Medical,Female,Sales Executive,Married,Travel_Rarely,No,5,1176,3,2,62,3,2,3,5561,3487,1,14,3,1,1,6,2,6,0,1,2
691,No,35 - 44,35,R&D,Master's Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,3,1017,6,2,82,1,2,4,6646,19368,1,13,3,2,0,17,3,17,11,11,8
692,No,25 - 34,33,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Frequently,No,2,1296,6,3,30,3,2,4,7725,5335,3,23,4,3,1,15,1,13,11,4,7
698,No,45 - 54,54,HR,Master's Degree,Medical,Male,Human Resources,Married,Travel_Rarely,No,1,397,19,3,88,3,3,2,10725,6729,2,15,3,3,1,16,4,9,7,7,1
699,No,35 - 44,36,R&D,Associates Degree,Medical,Male,Manufacturing Director,Divorced,Travel_Rarely,Yes,2,913,9,2,48,2,2,2,8847,13934,2,11,3,3,1,13,3,3,2,0,2
700,No,25 - 34,27,R&D,Master's Degree,Medical,Male,Research Scientist,Single,Travel_Rarely,No,0,1115,3,1,54,2,1,4,2045,15174,0,13,3,4,0,5,3,4,2,1,1
701,Yes,Under 25,20,R&D,High School,Medical,Male,Research Scientist,Single,Travel_Rarely,Yes,5,1362,10,4,32,3,1,3,1009,26999,1,11,3,4,0,1,3,1,0,1,1
702,Yes,25 - 34,33,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Single,Travel_Frequently,Yes,3,1076,3,1,70,3,1,1,3348,3164,1,11,3,1,0,10,3,10,8,9,7
704,No,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,Non-Travel,No,3,727,3,3,41,2,1,3,1281,16900,1,18,3,3,2,1,3,1,0,0,0
705,No,Under 25,23,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,No,3,885,4,1,58,4,1,1,2819,8544,2,16,3,1,1,5,4,3,2,0,2
707,No,25 - 34,25,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,No,4,810,8,4,57,4,2,2,4851,15678,0,22,4,3,1,4,3,3,2,1,2
709,No,35 - 44,38,Sales,Master's Degree,Marketing,Female,Sales Executive,Single,Travel_Rarely,No,2,243,7,4,46,2,2,4,4028,7791,0,20,4,1,0,8,3,7,7,0,5
710,No,25 - 34,29,R&D,Master's Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Frequently,No,5,806,1,2,76,1,1,4,2720,18959,1,18,3,4,1,10,3,10,7,2,8
712,No,45 - 54,48,Sales,High School,Marketing,Male,Sales Executive,Married,Travel_Rarely,No,3,817,2,2,56,4,2,2,8120,18597,3,12,3,4,0,12,3,2,2,2,2
714,No,25 - 34,27,Sales,High School,Medical,Female,Sales Executive,Divorced,Travel_Frequently,Yes,3,1410,3,4,71,4,2,4,4647,16673,1,20,4,2,2,6,3,6,5,0,4
715,No,35 - 44,37,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,2,1225,10,4,80,4,1,4,4680,15232,3,17,3,1,0,4,3,1,0,0,0
716,No,45 - 54,50,R&D,High School,Medical,Male,Laboratory Technician,Married,Travel_Rarely,Yes,3,1207,28,4,74,4,1,3,3221,3297,1,11,3,3,3,20,3,20,8,3,8
717,No,25 - 34,34,R&D,Bachelor's Degree,Medical,Female,Healthcare Representative,Single,Travel_Rarely,No,3,1442,9,4,46,2,3,2,8621,17654,1,14,3,2,0,9,4,8,7,7,7
720,Yes,Under 25,24,Sales,Associates Degree,Life Sciences,Female,Sales Executive,Single,Travel_Rarely,No,3,693,3,1,65,3,2,3,4577,24785,9,14,3,1,0,4,3,2,2,2,0
721,No,35 - 44,39,R&D,Master's Degree,Technical Degree,Female,Healthcare Representative,Single,Travel_Rarely,No,4,408,2,4,80,2,2,3,4553,20978,1,11,3,1,0,20,3,20,7,11,10
722,No,25 - 34,32,Sales,Bachelor's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,No,2,929,10,4,55,3,2,4,5396,21703,1,12,3,4,0,10,2,10,7,0,8
723,Yes,45 - 54,50,Sales,Associates Degree,Technical Degree,Male,Sales Executive,Married,Travel_Frequently,Yes,4,562,8,2,50,3,2,3,6796,23452,3,14,3,1,1,18,3,4,3,1,3
724,No,35 - 44,38,R&D,Master's Degree,Life Sciences,Female,Healthcare Representative,Single,Travel_Rarely,No,4,827,1,2,33,4,2,4,7625,19383,0,13,3,3,0,10,2,9,7,1,8
725,No,25 - 34,27,R&D,Associates Degree,Life Sciences,Female,Manufacturing Director,Married,Travel_Rarely,No,3,608,1,3,68,3,3,1,7412,6009,1,11,3,4,0,9,3,9,7,0,7
727,No,25 - 34,32,R&D,Associates Degree,Life Sciences,Female,Research Director,Single,Travel_Rarely,No,6,1018,3,3,39,3,3,4,11159,19373,3,15,3,4,0,10,3,7,7,7,7
728,No,45 - 54,47,Sales,Master's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,No,2,703,14,4,42,3,2,1,4960,11825,2,12,3,4,0,20,3,7,7,1,7
729,No,35 - 44,40,Sales,Master's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Frequently,Yes,2,580,5,4,48,2,3,1,10475,23772,5,21,4,3,1,20,3,18,13,1,12
730,No,45 - 54,53,R&D,Bachelor's Degree,Life Sciences,Male,Research Director,Married,Travel_Rarely,No,3,970,7,3,59,4,4,3,14814,13514,3,19,3,3,0,32,3,5,1,1,3
731,No,35 - 44,41,HR,Master's Degree,Human Resources,Male,Manager,Divorced,Travel_Rarely,No,2,427,10,2,73,2,5,4,19141,8861,3,15,3,2,3,23,2,21,6,12,6
732,No,Over 55,60,Sales,Master's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,No,1,1179,16,1,84,3,2,1,5405,11924,8,14,3,4,0,10,3,2,2,2,2
733,No,25 - 34,27,R&D,Associates Degree,Life Sciences,Male,Manufacturing Director,Divorced,Travel_Frequently,No,4,294,10,4,32,3,3,1,8793,4809,1,21,4,3,2,9,2,9,7,1,7
734,No,35 - 44,41,HR,Bachelor's Degree,Human Resources,Male,Manager,Married,Travel_Rarely,No,3,314,1,4,59,2,5,3,19189,19562,1,12,3,2,1,22,3,22,7,2,10
738,No,45 - 54,50,Sales,Master's Degree,Marketing,Male,Sales Representative,Married,Travel_Rarely,No,2,316,8,4,54,3,1,2,3875,9983,7,15,3,4,1,4,3,2,2,2,2
741,Yes,25 - 34,28,R&D,Associates Degree,Life Sciences,Female,Research Scientist,Single,Travel_Rarely,Yes,4,654,1,1,67,1,1,2,2216,3872,7,13,3,4,0,10,3,7,7,3,7
742,No,35 - 44,36,R&D,Bachelor's Degree,Life Sciences,Female,Research Director,Married,Non-Travel,No,2,427,8,1,63,4,3,1,11713,20335,9,14,3,1,1,10,3,8,7,0,5
743,No,35 - 44,38,R&D,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Single,Travel_Rarely,Yes,4,168,1,3,81,3,3,3,7861,15397,4,14,3,4,0,10,4,1,0,0,0
744,No,35 - 44,44,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Single,Non-Travel,No,5,381,24,1,49,1,1,3,3708,2104,2,14,3,3,0,9,3,5,2,1,4
746,No,45 - 54,47,Sales,Bachelor's Degree,Medical,Female,Sales Executive,Divorced,Travel_Frequently,Yes,2,217,3,4,49,3,4,3,13770,10225,9,12,3,4,2,28,2,22,2,11,13
747,No,25 - 34,30,Sales,Doctoral Degree,Marketing,Male,Sales Executive,Divorced,Travel_Rarely,No,2,501,27,3,99,3,2,4,5304,25275,7,23,4,4,1,10,2,8,7,7,7
749,No,25 - 34,29,Sales,Bachelor's Degree,Life Sciences,Male,Sales Representative,Single,Travel_Rarely,No,6,1396,10,3,99,3,1,3,2642,2755,1,11,3,3,0,1,3,1,0,0,0
752,Yes,35 - 44,42,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Divorced,Travel_Frequently,Yes,2,933,19,3,57,4,1,3,2759,20366,6,12,3,4,0,7,3,2,2,2,2
754,No,35 - 44,43,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Frequently,No,5,775,15,4,47,2,2,4,6804,23683,3,18,3,3,1,7,3,2,2,2,2
757,No,25 - 34,34,R&D,Associates Degree,Medical,Female,Healthcare Representative,Single,Travel_Rarely,No,2,970,8,2,96,3,2,3,6142,7360,3,11,3,4,0,10,3,5,1,4,3
758,No,Under 25,23,R&D,High School,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,2,650,9,2,37,3,1,1,2500,4344,1,14,3,4,1,5,4,4,3,0,2
760,No,35 - 44,39,HR,Bachelor's Degree,Human Resources,Female,Human Resources,Married,Travel_Rarely,No,3,141,3,3,44,4,2,2,6389,18767,9,15,3,3,1,12,1,8,3,3,6
762,No,Over 55,56,R&D,Bachelor's Degree,Medical,Male,Healthcare Representative,Married,Travel_Rarely,No,1,832,9,3,81,3,4,4,11103,20420,7,11,3,3,0,30,2,10,7,1,1
763,No,35 - 44,40,R&D,High School,Medical,Female,Research Scientist,Single,Travel_Rarely,Yes,2,804,2,4,86,2,1,4,2342,22929,0,20,4,4,0,5,2,4,2,2,3
764,No,25 - 34,27,R&D,Bachelor's Degree,Medical,Female,Healthcare Representative,Single,Travel_Rarely,No,2,975,7,4,55,2,2,1,6811,23398,8,19,3,1,0,9,1,7,6,0,7
766,No,25 - 34,29,Sales,Bachelor's Degree,Marketing,Male,Sales Representative,Divorced,Travel_Rarely,No,2,1090,10,4,83,3,1,2,2297,17967,1,14,3,4,2,2,3,2,2,2,2
769,No,45 - 54,53,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,No,4,346,6,4,86,3,2,4,2450,10919,2,17,3,4,0,19,3,2,2,2,2
771,No,35 - 44,35,R&D,Master's Degree,Life Sciences,Female,Healthcare Representative,Divorced,Non-Travel,No,2,1225,2,4,61,3,2,1,5093,4761,2,11,3,1,1,16,4,1,0,0,0
772,No,25 - 34,32,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Frequently,No,2,430,24,1,80,3,2,4,5309,21146,1,15,3,4,2,10,3,10,8,4,7
773,No,35 - 44,38,R&D,Doctoral Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,Yes,0,268,2,4,92,3,1,3,3057,20471,6,13,3,2,1,6,1,1,0,0,1
775,No,25 - 34,34,R&D,Doctoral Degree,Life Sciences,Female,Manufacturing Director,Divorced,Travel_Rarely,No,3,167,8,2,32,3,2,1,5121,4187,3,14,3,3,1,7,3,0,0,0,0
776,No,45 - 54,52,Sales,Master's Degree,Marketing,Male,Manager,Married,Travel_Rarely,No,3,621,3,3,31,2,4,1,16856,10084,1,11,3,1,0,34,4,34,6,1,16
780,Yes,25 - 34,33,R&D,Master's Degree,Other,Male,Research Scientist,Single,Travel_Rarely,Yes,2,527,1,4,63,3,1,4,2686,5207,1,13,3,3,0,10,2,10,9,7,8
781,No,25 - 34,25,Sales,High School,Medical,Female,Sales Executive,Single,Travel_Rarely,No,5,883,26,3,32,3,2,4,6180,22807,1,23,4,2,0,6,2,6,5,1,4
783,No,45 - 54,45,Sales,Associates Degree,Technical Degree,Male,Sales Representative,Single,Travel_Rarely,No,3,954,2,2,46,1,2,3,6632,12388,0,13,3,1,0,9,3,8,7,3,1
784,No,Under 25,23,R&D,High School,Medical,Male,Research Scientist,Single,Travel_Rarely,No,3,310,10,1,79,4,1,3,3505,19630,1,18,3,4,0,2,3,2,2,0,2
785,Yes,45 - 54,47,Sales,Associates Degree,Life Sciences,Female,Sales Executive,Single,Travel_Frequently,Yes,2,719,27,2,77,4,2,3,6397,10339,4,12,3,4,0,8,3,5,4,1,3
786,No,25 - 34,34,Sales,Bachelor's Degree,Other,Male,Sales Executive,Single,Travel_Rarely,No,5,304,2,4,60,3,2,4,6274,18686,1,22,4,3,0,6,3,6,5,1,4
787,Yes,Over 55,55,R&D,Bachelor's Degree,Medical,Male,Manager,Married,Travel_Rarely,Yes,2,725,2,4,78,3,5,1,19859,21199,5,13,3,4,1,24,3,5,2,1,4
789,No,35 - 44,36,Sales,Master's Degree,Life Sciences,Male,Sales Executive,Single,Non-Travel,No,1,1434,8,1,76,2,3,1,7587,14229,1,15,3,2,0,10,3,10,7,0,9
791,No,45 - 54,52,R&D,Master's Degree,Medical,Male,Research Scientist,Married,Non-Travel,No,3,715,19,4,41,3,1,4,4258,26589,0,18,3,1,1,5,3,4,3,1,2
792,No,25 - 34,26,R&D,Associates Degree,Life Sciences,Female,Laboratory Technician,Divorced,Travel_Frequently,No,2,575,1,1,71,1,1,4,4364,5288,3,14,3,1,1,5,3,2,2,2,0
793,No,25 - 34,29,R&D,Bachelor's Degree,Medical,Female,Healthcare Representative,Married,Travel_Rarely,No,3,657,27,2,66,3,2,3,4335,25549,4,12,3,1,1,11,2,8,7,1,1
796,Yes,25 - 34,26,Sales,Bachelor's Degree,Technical Degree,Male,Sales Executive,Single,Travel_Rarely,No,2,1146,8,4,38,2,2,1,5326,3064,6,17,3,3,0,6,2,4,3,1,2
797,No,25 - 34,34,R&D,Master's Degree,Life Sciences,Female,Research Scientist,Single,Travel_Rarely,No,2,182,1,2,72,4,1,4,3280,13551,2,16,3,3,0,10,3,4,2,1,3
799,No,45 - 54,54,R&D,Master's Degree,Medical,Female,Manufacturing Director,Divorced,Travel_Rarely,Yes,4,376,19,4,95,3,2,1,5485,22670,9,11,3,2,2,9,3,5,3,1,4
800,No,25 - 34,27,Sales,High School,Marketing,Male,Sales Executive,Married,Travel_Frequently,No,3,829,8,3,84,3,2,4,4342,24008,0,19,3,2,1,5,3,4,2,1,1
802,No,35 - 44,37,R&D,High School,Life Sciences,Female,Research Scientist,Divorced,Travel_Rarely,Yes,3,571,10,4,82,3,1,1,2782,19905,0,13,3,2,2,6,2,5,3,4,3
803,No,35 - 44,38,R&D,Master's Degree,Life Sciences,Female,Manufacturing Director,Single,Travel_Frequently,Yes,2,240,2,1,75,4,2,1,5980,26085,6,12,3,4,0,17,3,15,7,4,12
804,No,25 - 34,34,R&D,Master's Degree,Medical,Female,Research Scientist,Single,Travel_Rarely,No,3,121,2,3,86,2,1,1,4381,7530,1,11,3,3,0,6,3,6,5,1,3
805,No,35 - 44,35,Sales,Master's Degree,Life Sciences,Female,Sales Representative,Married,Travel_Rarely,No,1,384,8,1,72,3,1,4,2572,20317,1,16,3,2,1,3,2,3,2,0,2
806,No,25 - 34,30,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,2,921,1,4,38,1,1,3,3833,24375,3,21,4,3,2,7,3,2,2,0,2
807,No,35 - 44,40,R&D,Associates Degree,Medical,Female,Healthcare Representative,Married,Travel_Frequently,No,2,791,2,3,38,4,2,2,4244,9931,1,24,4,4,1,8,3,8,7,3,7
808,No,25 - 34,34,Sales,Associates Degree,Life Sciences,Female,Sales Executive,Married,Travel_Rarely,No,1,1111,8,3,93,3,2,1,6500,13305,5,17,3,2,1,6,3,3,2,1,2
809,No,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Male,Manager,Divorced,Travel_Frequently,No,4,570,8,2,66,3,5,4,18430,16225,1,13,3,2,1,24,2,24,7,14,9
811,Yes,Under 25,23,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,Yes,2,1243,6,3,63,4,1,1,1601,3445,1,21,4,3,2,1,3,0,0,0,0
812,No,Under 25,24,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Divorced,Non-Travel,No,4,1092,9,3,60,2,1,2,2694,26551,1,11,3,3,3,1,3,1,0,0,0
813,No,45 - 54,52,R&D,Master's Degree,Life Sciences,Female,Laboratory Technician,Married,Travel_Rarely,No,3,1325,11,4,82,3,2,3,3149,21821,8,20,4,2,1,9,3,5,2,1,4
815,No,45 - 54,50,R&D,Bachelor's Degree,Medical,Male,Research Director,Married,Travel_Rarely,No,3,691,2,3,64,3,4,3,17639,6881,5,16,3,4,0,30,3,4,3,0,3
816,Yes,25 - 34,29,R&D,Associates Degree,Life Sciences,Female,Laboratory Technician,Married,Travel_Rarely,Yes,1,805,1,2,36,2,1,1,2319,6689,1,11,3,4,1,1,3,1,0,0,0
817,No,25 - 34,33,R&D,Bachelor's Degree,Medical,Male,Research Director,Married,Travel_Rarely,No,3,213,7,3,49,3,3,3,11691,25995,0,11,3,4,0,14,4,13,9,3,7
819,Yes,25 - 34,33,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Single,Travel_Rarely,No,3,118,16,1,69,3,2,1,5324,26507,5,15,3,3,0,6,3,3,2,0,2
820,No,45 - 54,47,R&D,Associates Degree,Other,Female,Manager,Married,Travel_Rarely,Yes,3,202,2,3,33,3,4,4,16752,12982,1,11,3,3,1,26,2,26,14,3,0
823,No,35 - 44,36,R&D,Bachelor's Degree,Other,Female,Manufacturing Director,Married,Travel_Rarely,No,2,676,1,3,35,3,2,2,5228,23361,0,15,3,1,1,10,3,9,7,0,5
824,No,25 - 34,29,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,3,1252,23,3,81,4,1,3,2700,23779,1,24,4,3,1,10,3,10,7,0,7
825,Yes,Over 55,58,R&D,Master's Degree,Life Sciences,Male,Research Director,Single,Travel_Rarely,Yes,2,286,2,4,31,3,5,2,19246,25761,7,12,3,4,0,40,3,31,15,13,8
826,No,35 - 44,35,R&D,Master's Degree,Life Sciences,Female,Research Scientist,Single,Travel_Rarely,No,0,1258,1,4,40,4,1,3,2506,13301,3,13,3,3,0,7,3,2,2,2,2
827,No,35 - 44,42,R&D,Associates Degree,Life Sciences,Female,Manufacturing Director,Married,Travel_Rarely,Yes,4,932,1,4,43,2,2,4,6062,4051,9,13,3,4,1,8,3,4,3,0,2
828,Yes,25 - 34,28,R&D,Master's Degree,Medical,Male,Research Scientist,Single,Travel_Rarely,No,3,890,2,3,46,3,1,3,4382,16374,6,17,3,4,0,5,2,2,2,2,1
829,No,35 - 44,36,HR,Bachelor's Degree,Human Resources,Male,Human Resources,Married,Travel_Rarely,No,2,1041,13,3,36,3,1,2,2143,25527,4,13,3,2,1,8,3,5,2,0,4
830,No,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Married,Travel_Rarely,No,3,859,4,3,98,2,2,3,6162,19124,1,12,3,3,1,14,3,14,13,6,8
832,No,35 - 44,40,R&D,Master's Degree,Medical,Male,Laboratory Technician,Single,Travel_Frequently,No,6,720,16,1,51,2,2,3,5094,11983,6,14,3,4,0,10,3,1,0,0,0
833,No,25 - 34,30,R&D,Bachelor's Degree,Medical,Female,Manufacturing Director,Single,Travel_Rarely,Yes,4,946,2,3,52,2,2,4,6877,20234,5,24,4,2,0,12,2,0,0,0,0
834,No,45 - 54,45,R&D,Bachelor's Degree,Life Sciences,Female,Research Scientist,Single,Travel_Rarely,No,3,252,2,2,95,2,1,3,2274,6153,1,14,3,4,0,1,3,1,0,0,0
836,No,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Male,Manufacturing Director,Married,Travel_Rarely,No,3,933,29,2,98,3,2,2,4434,11806,1,13,3,4,1,10,2,9,8,7,8
837,No,35 - 44,38,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Frequently,No,3,471,12,1,45,2,2,1,6288,4284,2,15,3,3,1,13,2,4,3,1,2
838,No,25 - 34,34,R&D,Master's Degree,Life Sciences,Female,Research Scientist,Single,Travel_Frequently,No,3,702,16,3,100,2,1,4,2553,8306,1,16,3,3,0,6,3,5,2,1,3
840,Yes,45 - 54,49,Sales,Bachelor's Degree,Marketing,Female,Sales Executive,Married,Travel_Rarely,No,3,1184,11,3,43,3,3,4,7654,5860,1,18,3,1,2,9,4,9,8,7,7
842,Yes,Over 55,55,Sales,High School,Medical,Male,Sales Executive,Single,Travel_Rarely,No,3,436,2,3,37,3,2,4,5160,21519,4,16,3,3,0,12,2,9,7,7,3
843,No,35 - 44,43,R&D,Associates Degree,Life Sciences,Male,Research Director,Married,Travel_Rarely,No,3,589,14,2,94,3,4,1,17159,5200,6,24,4,3,1,22,3,4,1,1,0
844,No,25 - 34,27,R&D,High School,Technical Degree,Male,Research Director,Divorced,Travel_Rarely,Yes,3,269,5,3,42,2,3,4,12808,8842,1,16,3,2,1,9,3,9,8,0,8
845,No,35 - 44,35,R&D,Bachelor's Degree,Other,Male,Manufacturing Director,Single,Travel_Rarely,No,3,950,7,3,59,3,3,3,10221,18869,3,21,4,2,0,17,4,8,5,1,6
846,No,25 - 34,28,Sales,Master's Degree,Marketing,Female,Sales Executive,Married,Travel_Rarely,Yes,2,760,2,2,81,3,2,2,4779,3698,1,20,4,1,0,8,3,8,7,7,5
847,No,25 - 34,34,HR,Associates Degree,Human Resources,Male,Human Resources,Married,Travel_Rarely,No,1,829,3,3,88,3,1,4,3737,2243,0,19,3,3,1,4,1,3,2,0,2
848,Yes,25 - 34,26,R&D,Associates Degree,Medical,Female,Research Scientist,Married,Travel_Frequently,Yes,2,887,5,3,88,2,1,3,2366,20898,1,14,3,1,1,8,3,8,7,1,7
850,No,25 - 34,27,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Married,Non-Travel,No,6,443,3,4,50,3,1,4,1706,16571,1,11,3,3,3,0,2,0,0,0,0
851,No,45 - 54,51,Sales,Master's Degree,Marketing,Female,Manager,Married,Travel_Rarely,No,2,1318,26,1,66,3,4,3,16307,5594,2,14,3,3,1,29,2,20,6,4,17
852,No,35 - 44,44,R&D,Bachelor's Degree,Medical,Male,Healthcare Representative,Single,Travel_Rarely,No,2,625,4,4,50,3,2,2,5933,5197,9,12,3,4,0,10,2,5,2,2,3
854,No,25 - 34,25,R&D,High School,Medical,Male,Research Scientist,Single,Travel_Rarely,No,3,180,2,1,65,4,1,1,3424,21632,7,13,3,3,0,6,2,4,3,0,1
855,No,25 - 34,33,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Divorced,Travel_Rarely,No,5,586,1,1,48,4,2,1,4037,21816,1,22,4,1,1,9,3,9,8,0,8
856,No,35 - 44,35,R&D,High School,Medical,Female,Research Scientist,Single,Travel_Rarely,No,3,1343,27,3,53,2,1,1,2559,17852,1,11,3,4,0,6,2,6,5,1,1
857,No,35 - 44,36,Sales,Associates Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,Yes,1,928,1,2,56,3,2,4,6201,2823,1,14,3,4,1,18,2,18,14,4,11
859,No,25 - 34,32,Sales,Master's Degree,Life Sciences,Male,Sales Executive,Divorced,Travel_Rarely,No,3,117,13,2,73,3,2,4,4403,9250,2,11,3,3,1,8,2,5,2,0,3
861,No,25 - 34,30,R&D,Master's Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Frequently,No,3,1012,5,2,75,2,1,4,3761,2373,9,12,3,2,1,10,2,5,4,0,3
862,No,45 - 54,53,Sales,Associates Degree,Marketing,Female,Sales Executive,Married,Travel_Rarely,Yes,3,661,7,1,78,2,3,4,10934,20715,7,18,3,4,1,35,3,5,2,0,4
864,No,45 - 54,45,Sales,Bachelor's Degree,Marketing,Male,Sales Executive,Divorced,Travel_Rarely,Yes,2,930,9,4,74,3,3,1,10761,19239,4,12,3,3,1,18,3,5,4,0,2
865,No,25 - 34,32,R&D,Associates Degree,Medical,Female,Research Scientist,Married,Travel_Rarely,No,3,638,8,3,91,4,2,3,5175,22162,5,12,3,3,1,9,2,5,3,1,3
